"","exon.lengths","Gene"
"ENSRNOG00000053353",96,"ENSRNOG00000053353"
"ENSRNOG00000053362",1745,"ENSRNOG00000053362"
"ENSRNOG00000053366",2872,"ENSRNOG00000053366"
"ENSRNOG00000053370",6339,"ENSRNOG00000053370"
"ENSRNOG00000053384",2437,"ENSRNOG00000053384"
"ENSRNOG00000053385",109,"ENSRNOG00000053385"
"ENSRNOG00000053386",105,"ENSRNOG00000053386"
"ENSRNOG00000053390",130,"ENSRNOG00000053390"
"ENSRNOG00000053392",526,"ENSRNOG00000053392"
"ENSRNOG00000053397",942,"ENSRNOG00000053397"
"ENSRNOG00000053398",148,"ENSRNOG00000053398"
"ENSRNOG00000053400",2945,"ENSRNOG00000053400"
"ENSRNOG00000053402",1930,"ENSRNOG00000053402"
"ENSRNOG00000053403",131,"ENSRNOG00000053403"
"ENSRNOG00000053404",2856,"ENSRNOG00000053404"
"ENSRNOG00000053405",2649,"ENSRNOG00000053405"
"ENSRNOG00000053406",3963,"ENSRNOG00000053406"
"ENSRNOG00000053410",4915,"ENSRNOG00000053410"
"ENSRNOG00000053413",104,"ENSRNOG00000053413"
"ENSRNOG00000053414",123,"ENSRNOG00000053414"
"ENSRNOG00000053417",156,"ENSRNOG00000053417"
"ENSRNOG00000053419",103,"ENSRNOG00000053419"
"ENSRNOG00000053421",129,"ENSRNOG00000053421"
"ENSRNOG00000053423",183,"ENSRNOG00000053423"
"ENSRNOG00000053426",133,"ENSRNOG00000053426"
"ENSRNOG00000053428",3775,"ENSRNOG00000053428"
"ENSRNOG00000053429",312,"ENSRNOG00000053429"
"ENSRNOG00000053430",2964,"ENSRNOG00000053430"
"ENSRNOG00000053435",177,"ENSRNOG00000053435"
"ENSRNOG00000053436",133,"ENSRNOG00000053436"
"ENSRNOG00000053437",162,"ENSRNOG00000053437"
"ENSRNOG00000053438",140,"ENSRNOG00000053438"
"ENSRNOG00000053439",915,"ENSRNOG00000053439"
"ENSRNOG00000053445",106,"ENSRNOG00000053445"
"ENSRNOG00000053447",108,"ENSRNOG00000053447"
"ENSRNOG00000053448",7873,"ENSRNOG00000053448"
"ENSRNOG00000053449",3512,"ENSRNOG00000053449"
"ENSRNOG00000053450",3795,"ENSRNOG00000053450"
"ENSRNOG00000053452",1875,"ENSRNOG00000053452"
"ENSRNOG00000053456",914,"ENSRNOG00000053456"
"ENSRNOG00000053460",1115,"ENSRNOG00000053460"
"ENSRNOG00000053462",134,"ENSRNOG00000053462"
"ENSRNOG00000053464",129,"ENSRNOG00000053464"
"ENSRNOG00000053467",87,"ENSRNOG00000053467"
"ENSRNOG00000053468",4595,"ENSRNOG00000053468"
"ENSRNOG00000053469",3183,"ENSRNOG00000053469"
"ENSRNOG00000053475",101,"ENSRNOG00000053475"
"ENSRNOG00000053476",3797,"ENSRNOG00000053476"
"ENSRNOG00000053480",131,"ENSRNOG00000053480"
"ENSRNOG00000053481",1222,"ENSRNOG00000053481"
"ENSRNOG00000053482",138,"ENSRNOG00000053482"
"ENSRNOG00000053492",123,"ENSRNOG00000053492"
"ENSRNOG00000053494",1041,"ENSRNOG00000053494"
"ENSRNOG00000053495",106,"ENSRNOG00000053495"
"ENSRNOG00000053498",1730,"ENSRNOG00000053498"
"ENSRNOG00000053499",123,"ENSRNOG00000053499"
"ENSRNOG00000053500",140,"ENSRNOG00000053500"
"ENSRNOG00000053502",8352,"ENSRNOG00000053502"
"ENSRNOG00000053510",2384,"ENSRNOG00000053510"
"ENSRNOG00000053512",125,"ENSRNOG00000053512"
"ENSRNOG00000053518",4275,"ENSRNOG00000053518"
"ENSRNOG00000053522",550,"ENSRNOG00000053522"
"ENSRNOG00000053524",166,"ENSRNOG00000053524"
"ENSRNOG00000053527",297,"ENSRNOG00000053527"
"ENSRNOG00000053529",1103,"ENSRNOG00000053529"
"ENSRNOG00000053533",132,"ENSRNOG00000053533"
"ENSRNOG00000053534",128,"ENSRNOG00000053534"
"ENSRNOG00000053536",417,"ENSRNOG00000053536"
"ENSRNOG00000053539",330,"ENSRNOG00000053539"
"ENSRNOG00000053545",139,"ENSRNOG00000053545"
"ENSRNOG00000053549",65,"ENSRNOG00000053549"
"ENSRNOG00000053550",3964,"ENSRNOG00000053550"
"ENSRNOG00000053553",300,"ENSRNOG00000053553"
"ENSRNOG00000053555",131,"ENSRNOG00000053555"
"ENSRNOG00000053556",128,"ENSRNOG00000053556"
"ENSRNOG00000053558",123,"ENSRNOG00000053558"
"ENSRNOG00000053559",948,"ENSRNOG00000053559"
"ENSRNOG00000053562",2844,"ENSRNOG00000053562"
"ENSRNOG00000053569",129,"ENSRNOG00000053569"
"ENSRNOG00000053571",103,"ENSRNOG00000053571"
"ENSRNOG00000053574",6701,"ENSRNOG00000053574"
"ENSRNOG00000053577",15433,"ENSRNOG00000053577"
"ENSRNOG00000053579",93,"ENSRNOG00000053579"
"ENSRNOG00000053583",1693,"ENSRNOG00000053583"
"ENSRNOG00000053584",124,"ENSRNOG00000053584"
"ENSRNOG00000053586",77,"ENSRNOG00000053586"
"ENSRNOG00000053593",202,"ENSRNOG00000053593"
"ENSRNOG00000053594",119,"ENSRNOG00000053594"
"ENSRNOG00000053599",7007,"ENSRNOG00000053599"
"ENSRNOG00000053601",1074,"ENSRNOG00000053601"
"ENSRNOG00000053606",263,"ENSRNOG00000053606"
"ENSRNOG00000053607",6697,"ENSRNOG00000053607"
"ENSRNOG00000053611",131,"ENSRNOG00000053611"
"ENSRNOG00000053612",127,"ENSRNOG00000053612"
"ENSRNOG00000053621",69,"ENSRNOG00000053621"
"ENSRNOG00000053623",309,"ENSRNOG00000053623"
"ENSRNOG00000053624",1143,"ENSRNOG00000053624"
"ENSRNOG00000053625",107,"ENSRNOG00000053625"
"ENSRNOG00000053627",129,"ENSRNOG00000053627"
"ENSRNOG00000053629",130,"ENSRNOG00000053629"
"ENSRNOG00000053631",4490,"ENSRNOG00000053631"
"ENSRNOG00000053634",140,"ENSRNOG00000053634"
"ENSRNOG00000053635",8811,"ENSRNOG00000053635"
"ENSRNOG00000053637",133,"ENSRNOG00000053637"
"ENSRNOG00000053638",1487,"ENSRNOG00000053638"
"ENSRNOG00000053640",1838,"ENSRNOG00000053640"
"ENSRNOG00000053645",98,"ENSRNOG00000053645"
"ENSRNOG00000053651",136,"ENSRNOG00000053651"
"ENSRNOG00000053654",1839,"ENSRNOG00000053654"
"ENSRNOG00000053656",1218,"ENSRNOG00000053656"
"ENSRNOG00000053659",1461,"ENSRNOG00000053659"
"ENSRNOG00000053661",1301,"ENSRNOG00000053661"
"ENSRNOG00000053662",627,"ENSRNOG00000053662"
"ENSRNOG00000053664",143,"ENSRNOG00000053664"
"ENSRNOG00000053670",116,"ENSRNOG00000053670"
"ENSRNOG00000053675",2479,"ENSRNOG00000053675"
"ENSRNOG00000053680",4989,"ENSRNOG00000053680"
"ENSRNOG00000053684",106,"ENSRNOG00000053684"
"ENSRNOG00000053685",150,"ENSRNOG00000053685"
"ENSRNOG00000053687",2592,"ENSRNOG00000053687"
"ENSRNOG00000053691",11485,"ENSRNOG00000053691"
"ENSRNOG00000053692",131,"ENSRNOG00000053692"
"ENSRNOG00000053696",327,"ENSRNOG00000053696"
"ENSRNOG00000053698",124,"ENSRNOG00000053698"
"ENSRNOG00000053700",1545,"ENSRNOG00000053700"
"ENSRNOG00000053706",3827,"ENSRNOG00000053706"
"ENSRNOG00000053707",130,"ENSRNOG00000053707"
"ENSRNOG00000053713",131,"ENSRNOG00000053713"
"ENSRNOG00000053725",1890,"ENSRNOG00000053725"
"ENSRNOG00000053726",92,"ENSRNOG00000053726"
"ENSRNOG00000053728",4712,"ENSRNOG00000053728"
"ENSRNOG00000053729",3578,"ENSRNOG00000053729"
"ENSRNOG00000053730",134,"ENSRNOG00000053730"
"ENSRNOG00000053733",63,"ENSRNOG00000053733"
"ENSRNOG00000053735",2550,"ENSRNOG00000053735"
"ENSRNOG00000053738",105,"ENSRNOG00000053738"
"ENSRNOG00000053739",164,"ENSRNOG00000053739"
"ENSRNOG00000053742",101,"ENSRNOG00000053742"
"ENSRNOG00000053743",156,"ENSRNOG00000053743"
"ENSRNOG00000053750",131,"ENSRNOG00000053750"
"ENSRNOG00000053753",6765,"ENSRNOG00000053753"
"ENSRNOG00000053757",132,"ENSRNOG00000053757"
"ENSRNOG00000053758",188,"ENSRNOG00000053758"
"ENSRNOG00000053759",1160,"ENSRNOG00000053759"
"ENSRNOG00000053761",66,"ENSRNOG00000053761"
"ENSRNOG00000053764",85,"ENSRNOG00000053764"
"ENSRNOG00000053766",1287,"ENSRNOG00000053766"
"ENSRNOG00000053768",210,"ENSRNOG00000053768"
"ENSRNOG00000053769",2193,"ENSRNOG00000053769"
"ENSRNOG00000053770",131,"ENSRNOG00000053770"
"ENSRNOG00000053772",1233,"ENSRNOG00000053772"
"ENSRNOG00000053777",124,"ENSRNOG00000053777"
"ENSRNOG00000053780",326,"ENSRNOG00000053780"
"ENSRNOG00000053784",132,"ENSRNOG00000053784"
"ENSRNOG00000053785",132,"ENSRNOG00000053785"
"ENSRNOG00000053787",3503,"ENSRNOG00000053787"
"ENSRNOG00000053789",841,"ENSRNOG00000053789"
"ENSRNOG00000053795",81,"ENSRNOG00000053795"
"ENSRNOG00000053796",215,"ENSRNOG00000053796"
"ENSRNOG00000053799",176,"ENSRNOG00000053799"
"ENSRNOG00000053801",128,"ENSRNOG00000053801"
"ENSRNOG00000053802",309,"ENSRNOG00000053802"
"ENSRNOG00000053804",2766,"ENSRNOG00000053804"
"ENSRNOG00000053806",139,"ENSRNOG00000053806"
"ENSRNOG00000053809",101,"ENSRNOG00000053809"
"ENSRNOG00000053811",1474,"ENSRNOG00000053811"
"ENSRNOG00000053813",3421,"ENSRNOG00000053813"
"ENSRNOG00000053814",6507,"ENSRNOG00000053814"
"ENSRNOG00000053815",1557,"ENSRNOG00000053815"
"ENSRNOG00000053820",2404,"ENSRNOG00000053820"
"ENSRNOG00000053821",105,"ENSRNOG00000053821"
"ENSRNOG00000053823",107,"ENSRNOG00000053823"
"ENSRNOG00000053828",3004,"ENSRNOG00000053828"
"ENSRNOG00000053830",126,"ENSRNOG00000053830"
"ENSRNOG00000053838",78,"ENSRNOG00000053838"
"ENSRNOG00000053843",5650,"ENSRNOG00000053843"
"ENSRNOG00000053851",108,"ENSRNOG00000053851"
"ENSRNOG00000053854",75,"ENSRNOG00000053854"
"ENSRNOG00000053858",225,"ENSRNOG00000053858"
"ENSRNOG00000053859",4838,"ENSRNOG00000053859"
"ENSRNOG00000053869",3072,"ENSRNOG00000053869"
"ENSRNOG00000053870",175,"ENSRNOG00000053870"
"ENSRNOG00000053871",123,"ENSRNOG00000053871"
"ENSRNOG00000053875",5082,"ENSRNOG00000053875"
"ENSRNOG00000053881",8163,"ENSRNOG00000053881"
"ENSRNOG00000053885",66,"ENSRNOG00000053885"
"ENSRNOG00000053887",297,"ENSRNOG00000053887"
"ENSRNOG00000053889",12024,"ENSRNOG00000053889"
"ENSRNOG00000053891",1490,"ENSRNOG00000053891"
"ENSRNOG00000053892",124,"ENSRNOG00000053892"
"ENSRNOG00000053893",2944,"ENSRNOG00000053893"
"ENSRNOG00000053894",133,"ENSRNOG00000053894"
"ENSRNOG00000053895",4022,"ENSRNOG00000053895"
"ENSRNOG00000053898",130,"ENSRNOG00000053898"
"ENSRNOG00000053902",299,"ENSRNOG00000053902"
"ENSRNOG00000053907",117,"ENSRNOG00000053907"
"ENSRNOG00000053912",129,"ENSRNOG00000053912"
"ENSRNOG00000053916",1352,"ENSRNOG00000053916"
"ENSRNOG00000053921",143,"ENSRNOG00000053921"
"ENSRNOG00000053923",3349,"ENSRNOG00000053923"
"ENSRNOG00000053926",130,"ENSRNOG00000053926"
"ENSRNOG00000053927",327,"ENSRNOG00000053927"
"ENSRNOG00000053929",428,"ENSRNOG00000053929"
"ENSRNOG00000053931",134,"ENSRNOG00000053931"
"ENSRNOG00000053932",2698,"ENSRNOG00000053932"
"ENSRNOG00000053933",132,"ENSRNOG00000053933"
"ENSRNOG00000053936",525,"ENSRNOG00000053936"
"ENSRNOG00000053939",765,"ENSRNOG00000053939"
"ENSRNOG00000053941",61,"ENSRNOG00000053941"
"ENSRNOG00000053942",1434,"ENSRNOG00000053942"
"ENSRNOG00000053943",1692,"ENSRNOG00000053943"
"ENSRNOG00000053945",4778,"ENSRNOG00000053945"
"ENSRNOG00000053947",114,"ENSRNOG00000053947"
"ENSRNOG00000053958",130,"ENSRNOG00000053958"
"ENSRNOG00000053961",1902,"ENSRNOG00000053961"
"ENSRNOG00000053969",2038,"ENSRNOG00000053969"
"ENSRNOG00000053973",81,"ENSRNOG00000053973"
"ENSRNOG00000053974",1684,"ENSRNOG00000053974"
"ENSRNOG00000053976",132,"ENSRNOG00000053976"
"ENSRNOG00000053979",4805,"ENSRNOG00000053979"
"ENSRNOG00000053988",66,"ENSRNOG00000053988"
"ENSRNOG00000053991",2578,"ENSRNOG00000053991"
"ENSRNOG00000053993",163,"ENSRNOG00000053993"
"ENSRNOG00000053994",129,"ENSRNOG00000053994"
"ENSRNOG00000053995",125,"ENSRNOG00000053995"
"ENSRNOG00000053997",207,"ENSRNOG00000053997"
"ENSRNOG00000054002",405,"ENSRNOG00000054002"
"ENSRNOG00000054004",133,"ENSRNOG00000054004"
"ENSRNOG00000054005",105,"ENSRNOG00000054005"
"ENSRNOG00000054006",769,"ENSRNOG00000054006"
"ENSRNOG00000054008",1155,"ENSRNOG00000054008"
"ENSRNOG00000054011",5501,"ENSRNOG00000054011"
"ENSRNOG00000054013",1223,"ENSRNOG00000054013"
"ENSRNOG00000054015",106,"ENSRNOG00000054015"
"ENSRNOG00000054017",2957,"ENSRNOG00000054017"
"ENSRNOG00000054019",132,"ENSRNOG00000054019"
"ENSRNOG00000054022",453,"ENSRNOG00000054022"
"ENSRNOG00000054025",104,"ENSRNOG00000054025"
"ENSRNOG00000054033",3293,"ENSRNOG00000054033"
"ENSRNOG00000054036",134,"ENSRNOG00000054036"
"ENSRNOG00000054041",128,"ENSRNOG00000054041"
"ENSRNOG00000054043",125,"ENSRNOG00000054043"
"ENSRNOG00000054044",114,"ENSRNOG00000054044"
"ENSRNOG00000054045",272,"ENSRNOG00000054045"
"ENSRNOG00000054047",61,"ENSRNOG00000054047"
"ENSRNOG00000054048",1871,"ENSRNOG00000054048"
"ENSRNOG00000054051",157,"ENSRNOG00000054051"
"ENSRNOG00000054052",3823,"ENSRNOG00000054052"
"ENSRNOG00000054053",1346,"ENSRNOG00000054053"
"ENSRNOG00000054055",106,"ENSRNOG00000054055"
"ENSRNOG00000054058",3999,"ENSRNOG00000054058"
"ENSRNOG00000054059",110,"ENSRNOG00000054059"
"ENSRNOG00000054061",310,"ENSRNOG00000054061"
"ENSRNOG00000054062",107,"ENSRNOG00000054062"
"ENSRNOG00000054063",2488,"ENSRNOG00000054063"
"ENSRNOG00000054066",107,"ENSRNOG00000054066"
"ENSRNOG00000054072",106,"ENSRNOG00000054072"
"ENSRNOG00000054080",4250,"ENSRNOG00000054080"
"ENSRNOG00000054081",91,"ENSRNOG00000054081"
"ENSRNOG00000054086",2121,"ENSRNOG00000054086"
"ENSRNOG00000054088",242,"ENSRNOG00000054088"
"ENSRNOG00000054091",134,"ENSRNOG00000054091"
"ENSRNOG00000054092",119,"ENSRNOG00000054092"
"ENSRNOG00000054095",116,"ENSRNOG00000054095"
"ENSRNOG00000054096",378,"ENSRNOG00000054096"
"ENSRNOG00000054099",133,"ENSRNOG00000054099"
"ENSRNOG00000054100",138,"ENSRNOG00000054100"
"ENSRNOG00000054102",144,"ENSRNOG00000054102"
"ENSRNOG00000054115",126,"ENSRNOG00000054115"
"ENSRNOG00000054116",133,"ENSRNOG00000054116"
"ENSRNOG00000054117",130,"ENSRNOG00000054117"
"ENSRNOG00000054118",2475,"ENSRNOG00000054118"
"ENSRNOG00000054129",848,"ENSRNOG00000054129"
"ENSRNOG00000054131",7567,"ENSRNOG00000054131"
"ENSRNOG00000054135",153,"ENSRNOG00000054135"
"ENSRNOG00000054140",2140,"ENSRNOG00000054140"
"ENSRNOG00000054142",3088,"ENSRNOG00000054142"
"ENSRNOG00000054151",3215,"ENSRNOG00000054151"
"ENSRNOG00000054155",782,"ENSRNOG00000054155"
"ENSRNOG00000054157",3626,"ENSRNOG00000054157"
"ENSRNOG00000054159",105,"ENSRNOG00000054159"
"ENSRNOG00000054161",128,"ENSRNOG00000054161"
"ENSRNOG00000054162",107,"ENSRNOG00000054162"
"ENSRNOG00000054170",1554,"ENSRNOG00000054170"
"ENSRNOG00000054171",152,"ENSRNOG00000054171"
"ENSRNOG00000054172",3588,"ENSRNOG00000054172"
"ENSRNOG00000054176",2701,"ENSRNOG00000054176"
"ENSRNOG00000054178",130,"ENSRNOG00000054178"
"ENSRNOG00000054181",1704,"ENSRNOG00000054181"
"ENSRNOG00000054186",621,"ENSRNOG00000054186"
"ENSRNOG00000054187",102,"ENSRNOG00000054187"
"ENSRNOG00000054188",471,"ENSRNOG00000054188"
"ENSRNOG00000054190",108,"ENSRNOG00000054190"
"ENSRNOG00000054193",151,"ENSRNOG00000054193"
"ENSRNOG00000054199",160,"ENSRNOG00000054199"
"ENSRNOG00000054203",3683,"ENSRNOG00000054203"
"ENSRNOG00000054204",7315,"ENSRNOG00000054204"
"ENSRNOG00000054205",106,"ENSRNOG00000054205"
"ENSRNOG00000054211",129,"ENSRNOG00000054211"
"ENSRNOG00000054212",3291,"ENSRNOG00000054212"
"ENSRNOG00000054213",101,"ENSRNOG00000054213"
"ENSRNOG00000054217",3531,"ENSRNOG00000054217"
"ENSRNOG00000054218",5094,"ENSRNOG00000054218"
"ENSRNOG00000054219",1643,"ENSRNOG00000054219"
"ENSRNOG00000054221",63,"ENSRNOG00000054221"
"ENSRNOG00000054224",1517,"ENSRNOG00000054224"
"ENSRNOG00000054228",104,"ENSRNOG00000054228"
"ENSRNOG00000054232",107,"ENSRNOG00000054232"
"ENSRNOG00000054233",107,"ENSRNOG00000054233"
"ENSRNOG00000054237",131,"ENSRNOG00000054237"
"ENSRNOG00000054239",109,"ENSRNOG00000054239"
"ENSRNOG00000054243",118,"ENSRNOG00000054243"
"ENSRNOG00000054245",2542,"ENSRNOG00000054245"
"ENSRNOG00000054248",268,"ENSRNOG00000054248"
"ENSRNOG00000054250",3140,"ENSRNOG00000054250"
"ENSRNOG00000054251",2528,"ENSRNOG00000054251"
"ENSRNOG00000054257",4006,"ENSRNOG00000054257"
"ENSRNOG00000054258",125,"ENSRNOG00000054258"
"ENSRNOG00000054259",3782,"ENSRNOG00000054259"
"ENSRNOG00000054264",6024,"ENSRNOG00000054264"
"ENSRNOG00000054269",366,"ENSRNOG00000054269"
"ENSRNOG00000054271",111,"ENSRNOG00000054271"
"ENSRNOG00000054272",5025,"ENSRNOG00000054272"
"ENSRNOG00000054274",2965,"ENSRNOG00000054274"
"ENSRNOG00000054276",107,"ENSRNOG00000054276"
"ENSRNOG00000054277",1021,"ENSRNOG00000054277"
"ENSRNOG00000054284",912,"ENSRNOG00000054284"
"ENSRNOG00000054286",2573,"ENSRNOG00000054286"
"ENSRNOG00000054290",107,"ENSRNOG00000054290"
"ENSRNOG00000054294",8064,"ENSRNOG00000054294"
"ENSRNOG00000054300",107,"ENSRNOG00000054300"
"ENSRNOG00000054307",300,"ENSRNOG00000054307"
"ENSRNOG00000054310",83,"ENSRNOG00000054310"
"ENSRNOG00000054311",1003,"ENSRNOG00000054311"
"ENSRNOG00000054314",3030,"ENSRNOG00000054314"
"ENSRNOG00000054315",74,"ENSRNOG00000054315"
"ENSRNOG00000054316",62,"ENSRNOG00000054316"
"ENSRNOG00000054318",77,"ENSRNOG00000054318"
"ENSRNOG00000054322",249,"ENSRNOG00000054322"
"ENSRNOG00000054323",114,"ENSRNOG00000054323"
"ENSRNOG00000054324",79,"ENSRNOG00000054324"
"ENSRNOG00000054326",91,"ENSRNOG00000054326"
"ENSRNOG00000054331",3525,"ENSRNOG00000054331"
"ENSRNOG00000054334",1541,"ENSRNOG00000054334"
"ENSRNOG00000054336",1637,"ENSRNOG00000054336"
"ENSRNOG00000054339",136,"ENSRNOG00000054339"
"ENSRNOG00000054341",94,"ENSRNOG00000054341"
"ENSRNOG00000054342",284,"ENSRNOG00000054342"
"ENSRNOG00000054347",81,"ENSRNOG00000054347"
"ENSRNOG00000054350",131,"ENSRNOG00000054350"
"ENSRNOG00000054352",2461,"ENSRNOG00000054352"
"ENSRNOG00000054355",324,"ENSRNOG00000054355"
"ENSRNOG00000054357",133,"ENSRNOG00000054357"
"ENSRNOG00000054360",3783,"ENSRNOG00000054360"
"ENSRNOG00000054361",2160,"ENSRNOG00000054361"
"ENSRNOG00000054363",63,"ENSRNOG00000054363"
"ENSRNOG00000054365",130,"ENSRNOG00000054365"
"ENSRNOG00000054369",120,"ENSRNOG00000054369"
"ENSRNOG00000054371",3148,"ENSRNOG00000054371"
"ENSRNOG00000054374",881,"ENSRNOG00000054374"
"ENSRNOG00000054375",5162,"ENSRNOG00000054375"
"ENSRNOG00000054378",1417,"ENSRNOG00000054378"
"ENSRNOG00000054379",3052,"ENSRNOG00000054379"
"ENSRNOG00000054380",270,"ENSRNOG00000054380"
"ENSRNOG00000054381",158,"ENSRNOG00000054381"
"ENSRNOG00000054382",329,"ENSRNOG00000054382"
"ENSRNOG00000054385",1238,"ENSRNOG00000054385"
"ENSRNOG00000054386",59,"ENSRNOG00000054386"
"ENSRNOG00000054387",107,"ENSRNOG00000054387"
"ENSRNOG00000054388",94,"ENSRNOG00000054388"
"ENSRNOG00000054391",1467,"ENSRNOG00000054391"
"ENSRNOG00000054400",3102,"ENSRNOG00000054400"
"ENSRNOG00000054401",651,"ENSRNOG00000054401"
"ENSRNOG00000054402",109,"ENSRNOG00000054402"
"ENSRNOG00000054403",966,"ENSRNOG00000054403"
"ENSRNOG00000054404",1366,"ENSRNOG00000054404"
"ENSRNOG00000054405",537,"ENSRNOG00000054405"
"ENSRNOG00000054406",131,"ENSRNOG00000054406"
"ENSRNOG00000054409",951,"ENSRNOG00000054409"
"ENSRNOG00000054413",333,"ENSRNOG00000054413"
"ENSRNOG00000054416",1399,"ENSRNOG00000054416"
"ENSRNOG00000054417",222,"ENSRNOG00000054417"
"ENSRNOG00000054418",1026,"ENSRNOG00000054418"
"ENSRNOG00000054420",2042,"ENSRNOG00000054420"
"ENSRNOG00000054422",129,"ENSRNOG00000054422"
"ENSRNOG00000054423",1144,"ENSRNOG00000054423"
"ENSRNOG00000054425",65,"ENSRNOG00000054425"
"ENSRNOG00000054426",5296,"ENSRNOG00000054426"
"ENSRNOG00000054428",423,"ENSRNOG00000054428"
"ENSRNOG00000054429",1755,"ENSRNOG00000054429"
"ENSRNOG00000054431",160,"ENSRNOG00000054431"
"ENSRNOG00000054434",103,"ENSRNOG00000054434"
"ENSRNOG00000054437",3379,"ENSRNOG00000054437"
"ENSRNOG00000054438",2528,"ENSRNOG00000054438"
"ENSRNOG00000054439",910,"ENSRNOG00000054439"
"ENSRNOG00000054443",102,"ENSRNOG00000054443"
"ENSRNOG00000054444",471,"ENSRNOG00000054444"
"ENSRNOG00000054446",6564,"ENSRNOG00000054446"
"ENSRNOG00000054449",132,"ENSRNOG00000054449"
"ENSRNOG00000054451",126,"ENSRNOG00000054451"
"ENSRNOG00000054452",135,"ENSRNOG00000054452"
"ENSRNOG00000054457",129,"ENSRNOG00000054457"
"ENSRNOG00000054458",1201,"ENSRNOG00000054458"
"ENSRNOG00000054460",1600,"ENSRNOG00000054460"
"ENSRNOG00000054461",308,"ENSRNOG00000054461"
"ENSRNOG00000054468",2910,"ENSRNOG00000054468"
"ENSRNOG00000054474",3184,"ENSRNOG00000054474"
"ENSRNOG00000054475",2420,"ENSRNOG00000054475"
"ENSRNOG00000054477",107,"ENSRNOG00000054477"
"ENSRNOG00000054479",2822,"ENSRNOG00000054479"
"ENSRNOG00000054491",188,"ENSRNOG00000054491"
"ENSRNOG00000054493",298,"ENSRNOG00000054493"
"ENSRNOG00000054495",5047,"ENSRNOG00000054495"
"ENSRNOG00000054497",4374,"ENSRNOG00000054497"
"ENSRNOG00000054498",252,"ENSRNOG00000054498"
"ENSRNOG00000054499",107,"ENSRNOG00000054499"
"ENSRNOG00000054500",64,"ENSRNOG00000054500"
"ENSRNOG00000054501",119,"ENSRNOG00000054501"
"ENSRNOG00000054505",939,"ENSRNOG00000054505"
"ENSRNOG00000054506",1418,"ENSRNOG00000054506"
"ENSRNOG00000054508",6832,"ENSRNOG00000054508"
"ENSRNOG00000054510",101,"ENSRNOG00000054510"
"ENSRNOG00000054514",2846,"ENSRNOG00000054514"
"ENSRNOG00000054515",8970,"ENSRNOG00000054515"
"ENSRNOG00000054517",127,"ENSRNOG00000054517"
"ENSRNOG00000054518",135,"ENSRNOG00000054518"
"ENSRNOG00000054522",106,"ENSRNOG00000054522"
"ENSRNOG00000054526",120,"ENSRNOG00000054526"
"ENSRNOG00000054528",144,"ENSRNOG00000054528"
"ENSRNOG00000054529",270,"ENSRNOG00000054529"
"ENSRNOG00000054530",137,"ENSRNOG00000054530"
"ENSRNOG00000054533",148,"ENSRNOG00000054533"
"ENSRNOG00000054538",586,"ENSRNOG00000054538"
"ENSRNOG00000054541",127,"ENSRNOG00000054541"
"ENSRNOG00000054545",378,"ENSRNOG00000054545"
"ENSRNOG00000054548",2074,"ENSRNOG00000054548"
"ENSRNOG00000054549",5812,"ENSRNOG00000054549"
"ENSRNOG00000054554",104,"ENSRNOG00000054554"
"ENSRNOG00000054556",131,"ENSRNOG00000054556"
"ENSRNOG00000054557",2682,"ENSRNOG00000054557"
"ENSRNOG00000054559",73,"ENSRNOG00000054559"
"ENSRNOG00000054560",3277,"ENSRNOG00000054560"
"ENSRNOG00000054561",2844,"ENSRNOG00000054561"
"ENSRNOG00000054563",420,"ENSRNOG00000054563"
"ENSRNOG00000054568",3220,"ENSRNOG00000054568"
"ENSRNOG00000054569",531,"ENSRNOG00000054569"
"ENSRNOG00000054570",177,"ENSRNOG00000054570"
"ENSRNOG00000054575",142,"ENSRNOG00000054575"
"ENSRNOG00000054576",1932,"ENSRNOG00000054576"
"ENSRNOG00000054577",104,"ENSRNOG00000054577"
"ENSRNOG00000054580",63,"ENSRNOG00000054580"
"ENSRNOG00000054581",1746,"ENSRNOG00000054581"
"ENSRNOG00000054583",131,"ENSRNOG00000054583"
"ENSRNOG00000054588",1617,"ENSRNOG00000054588"
"ENSRNOG00000054601",132,"ENSRNOG00000054601"
"ENSRNOG00000054603",2399,"ENSRNOG00000054603"
"ENSRNOG00000054605",4943,"ENSRNOG00000054605"
"ENSRNOG00000054606",127,"ENSRNOG00000054606"
"ENSRNOG00000054607",70,"ENSRNOG00000054607"
"ENSRNOG00000054608",94,"ENSRNOG00000054608"
"ENSRNOG00000054609",1621,"ENSRNOG00000054609"
"ENSRNOG00000054618",6027,"ENSRNOG00000054618"
"ENSRNOG00000054619",119,"ENSRNOG00000054619"
"ENSRNOG00000054621",128,"ENSRNOG00000054621"
"ENSRNOG00000054624",19996,"ENSRNOG00000054624"
"ENSRNOG00000054625",3779,"ENSRNOG00000054625"
"ENSRNOG00000054626",1478,"ENSRNOG00000054626"
"ENSRNOG00000054629",154,"ENSRNOG00000054629"
"ENSRNOG00000054635",282,"ENSRNOG00000054635"
"ENSRNOG00000054638",405,"ENSRNOG00000054638"
"ENSRNOG00000054641",348,"ENSRNOG00000054641"
"ENSRNOG00000054642",187,"ENSRNOG00000054642"
"ENSRNOG00000054644",117,"ENSRNOG00000054644"
"ENSRNOG00000054648",1385,"ENSRNOG00000054648"
"ENSRNOG00000054649",106,"ENSRNOG00000054649"
"ENSRNOG00000054654",89,"ENSRNOG00000054654"
